VCD info: dumpfile cla_add_sub_4bit.vcd opened for output.
m: 0 | a: 0000 | b: 0000 | cin: 0 | s: 0000 | cout: 0
m: 0 | a: 1010 | b: 1101 | cin: 1 | s: 1000 | cout: 1
m: 0 | a: 1010 | b: 1110 | cin: 0 | s: 1000 | cout: 1
m: 0 | a: 1010 | b: 1110 | cin: 1 | s: 1001 | cout: 1
m: 0 | a: 1010 | b: 1111 | cin: 0 | s: 1001 | cout: 1
m: 0 | a: 1010 | b: 1111 | cin: 1 | s: 1010 | cout: 1
m: 0 | a: 1011 | b: 0000 | cin: 0 | s: 1011 | cout: 0
m: 0 | a: 1011 | b: 0000 | cin: 1 | s: 1100 | cout: 0
m: 0 | a: 1011 | b: 0001 | cin: 0 | s: 1100 | cout: 0
m: 0 | a: 1011 | b: 0001 | cin: 1 | s: 1101 | cout: 0
m: 0 | a: 1011 | b: 0010 | cin: 0 | s: 1101 | cout: 0
m: 0 | a: 1011 | b: 0010 | cin: 1 | s: 1110 | cout: 0
m: 0 | a: 1011 | b: 0011 | cin: 0 | s: 1110 | cout: 0
m: 0 | a: 1011 | b: 0011 | cin: 1 | s: 1111 | cout: 0
m: 0 | a: 1011 | b: 0100 | cin: 0 | s: 1111 | cout: 0
m: 0 | a: 1011 | b: 0100 | cin: 1 | s: 0000 | cout: 1
m: 0 | a: 1011 | b: 0101 | cin: 0 | s: 0000 | cout: 1
m: 0 | a: 1011 | b: 0101 | cin: 1 | s: 0001 | cout: 1
m: 0 | a: 1011 | b: 0110 | cin: 0 | s: 0001 | cout: 1
m: 0 | a: 1011 | b: 0110 | cin: 1 | s: 0010 | cout: 1
m: 0 | a: 1011 | b: 0111 | cin: 0 | s: 0010 | cout: 1
m: 0 | a: 1011 | b: 0111 | cin: 1 | s: 0011 | cout: 1
m: 0 | a: 1011 | b: 1000 | cin: 0 | s: 0011 | cout: 1
m: 0 | a: 1011 | b: 1000 | cin: 1 | s: 0100 | cout: 1
m: 0 | a: 1011 | b: 1001 | cin: 0 | s: 0100 | cout: 1
m: 0 | a: 1011 | b: 1001 | cin: 1 | s: 0101 | cout: 1
m: 0 | a: 1011 | b: 1010 | cin: 0 | s: 0101 | cout: 1
m: 0 | a: 1011 | b: 1010 | cin: 1 | s: 0110 | cout: 1
m: 0 | a: 1011 | b: 1011 | cin: 0 | s: 0110 | cout: 1
m: 0 | a: 1011 | b: 1011 | cin: 1 | s: 0111 | cout: 1
m: 0 | a: 1011 | b: 1100 | cin: 0 | s: 0111 | cout: 1
m: 0 | a: 1011 | b: 1100 | cin: 1 | s: 1000 | cout: 1
m: 0 | a: 1011 | b: 1101 | cin: 0 | s: 1000 | cout: 1
m: 0 | a: 1011 | b: 1101 | cin: 1 | s: 1001 | cout: 1
m: 0 | a: 1011 | b: 1110 | cin: 0 | s: 1001 | cout: 1
m: 0 | a: 1011 | b: 1110 | cin: 1 | s: 1010 | cout: 1
m: 0 | a: 1011 | b: 1111 | cin: 0 | s: 1010 | cout: 1
m: 0 | a: 1011 | b: 1111 | cin: 1 | s: 1011 | cout: 1
m: 0 | a: 1100 | b: 0000 | cin: 0 | s: 1100 | cout: 0
m: 0 | a: 1100 | b: 0000 | cin: 1 | s: 1101 | cout: 0
m: 0 | a: 1100 | b: 0001 | cin: 0 | s: 1101 | cout: 0
m: 0 | a: 1100 | b: 0001 | cin: 1 | s: 1110 | cout: 0
m: 0 | a: 1100 | b: 0010 | cin: 0 | s: 1110 | cout: 0
m: 0 | a: 1100 | b: 0010 | cin: 1 | s: 1111 | cout: 0
m: 0 | a: 1100 | b: 0011 | cin: 0 | s: 1111 | cout: 0
m: 0 | a: 1100 | b: 0011 | cin: 1 | s: 0000 | cout: 1
m: 0 | a: 1100 | b: 0100 | cin: 0 | s: 0000 | cout: 1
m: 0 | a: 1100 | b: 0100 | cin: 1 | s: 0001 | cout: 1
m: 0 | a: 1100 | b: 0101 | cin: 0 | s: 0001 | cout: 1
m: 0 | a: 1100 | b: 0101 | cin: 1 | s: 0010 | cout: 1
m: 0 | a: 1100 | b: 0110 | cin: 0 | s: 0010 | cout: 1
m: 0 | a: 1100 | b: 0110 | cin: 1 | s: 0011 | cout: 1
m: 0 | a: 1100 | b: 0111 | cin: 0 | s: 0011 | cout: 1
m: 0 | a: 1100 | b: 0111 | cin: 1 | s: 0100 | cout: 1
m: 0 | a: 1100 | b: 1000 | cin: 0 | s: 0100 | cout: 1
m: 0 | a: 1100 | b: 1000 | cin: 1 | s: 0101 | cout: 1
m: 0 | a: 1100 | b: 1001 | cin: 0 | s: 0101 | cout: 1
m: 0 | a: 1100 | b: 1001 | cin: 1 | s: 0110 | cout: 1
m: 0 | a: 1100 | b: 1010 | cin: 0 | s: 0110 | cout: 1
m: 0 | a: 1100 | b: 1010 | cin: 1 | s: 0111 | cout: 1
m: 0 | a: 1100 | b: 1011 | cin: 0 | s: 0111 | cout: 1
m: 0 | a: 1100 | b: 1011 | cin: 1 | s: 1000 | cout: 1
m: 0 | a: 1100 | b: 1100 | cin: 0 | s: 1000 | cout: 1
m: 0 | a: 1100 | b: 1100 | cin: 1 | s: 1001 | cout: 1
m: 0 | a: 1100 | b: 1101 | cin: 0 | s: 1001 | cout: 1
m: 0 | a: 1100 | b: 1101 | cin: 1 | s: 1010 | cout: 1
m: 0 | a: 1100 | b: 1110 | cin: 0 | s: 1010 | cout: 1
m: 0 | a: 1100 | b: 1110 | cin: 1 | s: 1011 | cout: 1
m: 0 | a: 1100 | b: 1111 | cin: 0 | s: 1011 | cout: 1
m: 0 | a: 1100 | b: 1111 | cin: 1 | s: 1100 | cout: 1
m: 0 | a: 1101 | b: 0000 | cin: 0 | s: 1101 | cout: 0
m: 0 | a: 1101 | b: 0000 | cin: 1 | s: 1110 | cout: 0
m: 0 | a: 1101 | b: 0001 | cin: 0 | s: 1110 | cout: 0
m: 0 | a: 1101 | b: 0001 | cin: 1 | s: 1111 | cout: 0
m: 0 | a: 1101 | b: 0010 | cin: 0 | s: 1111 | cout: 0
m: 0 | a: 1101 | b: 0010 | cin: 1 | s: 0000 | cout: 1
m: 0 | a: 1101 | b: 0011 | cin: 0 | s: 0000 | cout: 1
m: 0 | a: 1101 | b: 0011 | cin: 1 | s: 0001 | cout: 1
m: 0 | a: 1101 | b: 0100 | cin: 0 | s: 0001 | cout: 1
m: 0 | a: 1101 | b: 0100 | cin: 1 | s: 0010 | cout: 1
m: 0 | a: 1101 | b: 0101 | cin: 0 | s: 0010 | cout: 1
m: 0 | a: 1101 | b: 0101 | cin: 1 | s: 0011 | cout: 1
m: 0 | a: 1101 | b: 0110 | cin: 0 | s: 0011 | cout: 1
m: 0 | a: 1101 | b: 0110 | cin: 1 | s: 0100 | cout: 1
m: 0 | a: 1101 | b: 0111 | cin: 0 | s: 0100 | cout: 1
m: 0 | a: 1101 | b: 0111 | cin: 1 | s: 0101 | cout: 1
m: 0 | a: 1101 | b: 1000 | cin: 0 | s: 0101 | cout: 1
m: 0 | a: 1101 | b: 1000 | cin: 1 | s: 0110 | cout: 1
m: 0 | a: 1101 | b: 1001 | cin: 0 | s: 0110 | cout: 1
m: 0 | a: 1101 | b: 1001 | cin: 1 | s: 0111 | cout: 1
m: 0 | a: 1101 | b: 1010 | cin: 0 | s: 0111 | cout: 1
m: 0 | a: 1101 | b: 1010 | cin: 1 | s: 1000 | cout: 1
m: 0 | a: 1101 | b: 1011 | cin: 0 | s: 1000 | cout: 1
m: 0 | a: 1101 | b: 1011 | cin: 1 | s: 1001 | cout: 1
m: 0 | a: 1101 | b: 1100 | cin: 0 | s: 1001 | cout: 1
m: 0 | a: 1101 | b: 1100 | cin: 1 | s: 1010 | cout: 1
m: 0 | a: 1101 | b: 1101 | cin: 0 | s: 1010 | cout: 1
m: 0 | a: 1101 | b: 1101 | cin: 1 | s: 1011 | cout: 1
m: 0 | a: 1101 | b: 1110 | cin: 0 | s: 1011 | cout: 1
m: 0 | a: 1101 | b: 1110 | cin: 1 | s: 1100 | cout: 1
m: 0 | a: 1101 | b: 1111 | cin: 0 | s: 1100 | cout: 1
m: 0 | a: 1101 | b: 1111 | cin: 1 | s: 1101 | cout: 1
m: 0 | a: 1110 | b: 0000 | cin: 0 | s: 1110 | cout: 0
m: 0 | a: 1110 | b: 0000 | cin: 1 | s: 1111 | cout: 0
m: 0 | a: 1110 | b: 0001 | cin: 0 | s: 1111 | cout: 0
m: 0 | a: 1110 | b: 0001 | cin: 1 | s: 0000 | cout: 1
m: 0 | a: 1110 | b: 0010 | cin: 0 | s: 0000 | cout: 1
m: 0 | a: 1110 | b: 0010 | cin: 1 | s: 0001 | cout: 1
m: 0 | a: 1110 | b: 0011 | cin: 0 | s: 0001 | cout: 1
m: 0 | a: 1110 | b: 0011 | cin: 1 | s: 0010 | cout: 1
m: 0 | a: 1110 | b: 0100 | cin: 0 | s: 0010 | cout: 1
m: 0 | a: 1110 | b: 0100 | cin: 1 | s: 0011 | cout: 1
m: 0 | a: 1110 | b: 0101 | cin: 0 | s: 0011 | cout: 1
m: 0 | a: 1110 | b: 0101 | cin: 1 | s: 0100 | cout: 1
m: 0 | a: 1110 | b: 0110 | cin: 0 | s: 0100 | cout: 1
m: 0 | a: 1110 | b: 0110 | cin: 1 | s: 0101 | cout: 1
m: 0 | a: 1110 | b: 0111 | cin: 0 | s: 0101 | cout: 1
m: 0 | a: 1110 | b: 0111 | cin: 1 | s: 0110 | cout: 1
m: 0 | a: 1110 | b: 1000 | cin: 0 | s: 0110 | cout: 1
m: 0 | a: 1110 | b: 1000 | cin: 1 | s: 0111 | cout: 1
m: 0 | a: 1110 | b: 1001 | cin: 0 | s: 0111 | cout: 1
m: 0 | a: 1110 | b: 1001 | cin: 1 | s: 1000 | cout: 1
m: 0 | a: 1110 | b: 1010 | cin: 0 | s: 1000 | cout: 1
m: 0 | a: 1110 | b: 1010 | cin: 1 | s: 1001 | cout: 1
m: 0 | a: 1110 | b: 1011 | cin: 0 | s: 1001 | cout: 1
m: 0 | a: 1110 | b: 1011 | cin: 1 | s: 1010 | cout: 1
m: 0 | a: 1110 | b: 1100 | cin: 0 | s: 1010 | cout: 1
m: 0 | a: 1110 | b: 1100 | cin: 1 | s: 1011 | cout: 1
m: 0 | a: 1110 | b: 1101 | cin: 0 | s: 1011 | cout: 1
m: 0 | a: 1110 | b: 1101 | cin: 1 | s: 1100 | cout: 1
m: 0 | a: 1110 | b: 1110 | cin: 0 | s: 1100 | cout: 1
m: 0 | a: 1110 | b: 1110 | cin: 1 | s: 1101 | cout: 1
m: 0 | a: 1110 | b: 1111 | cin: 0 | s: 1101 | cout: 1
m: 0 | a: 1110 | b: 1111 | cin: 1 | s: 1110 | cout: 1
m: 0 | a: 1111 | b: 0000 | cin: 0 | s: 1111 | cout: 0
m: 0 | a: 1111 | b: 0000 | cin: 1 | s: 0000 | cout: 1
m: 0 | a: 1111 | b: 0001 | cin: 0 | s: 0000 | cout: 1
m: 0 | a: 1111 | b: 0001 | cin: 1 | s: 0001 | cout: 1
m: 0 | a: 1111 | b: 0010 | cin: 0 | s: 0001 | cout: 1
m: 0 | a: 1111 | b: 0010 | cin: 1 | s: 0010 | cout: 1
m: 0 | a: 1111 | b: 0011 | cin: 0 | s: 0010 | cout: 1
m: 0 | a: 1111 | b: 0011 | cin: 1 | s: 0011 | cout: 1
m: 0 | a: 1111 | b: 0100 | cin: 0 | s: 0011 | cout: 1
m: 0 | a: 1111 | b: 0100 | cin: 1 | s: 0100 | cout: 1
m: 0 | a: 1111 | b: 0101 | cin: 0 | s: 0100 | cout: 1
m: 0 | a: 1111 | b: 0101 | cin: 1 | s: 0101 | cout: 1
m: 0 | a: 1111 | b: 0110 | cin: 0 | s: 0101 | cout: 1
m: 0 | a: 1111 | b: 0110 | cin: 1 | s: 0110 | cout: 1
m: 0 | a: 1111 | b: 0111 | cin: 0 | s: 0110 | cout: 1
m: 0 | a: 1111 | b: 0111 | cin: 1 | s: 0111 | cout: 1
m: 0 | a: 1111 | b: 1000 | cin: 0 | s: 0111 | cout: 1
m: 0 | a: 1111 | b: 1000 | cin: 1 | s: 1000 | cout: 1
m: 0 | a: 1111 | b: 1001 | cin: 0 | s: 1000 | cout: 1
m: 0 | a: 1111 | b: 1001 | cin: 1 | s: 1001 | cout: 1
m: 0 | a: 1111 | b: 1010 | cin: 0 | s: 1001 | cout: 1
m: 0 | a: 1111 | b: 1010 | cin: 1 | s: 1010 | cout: 1
m: 0 | a: 1111 | b: 1011 | cin: 0 | s: 1010 | cout: 1
m: 0 | a: 1111 | b: 1011 | cin: 1 | s: 1011 | cout: 1
m: 0 | a: 1111 | b: 1100 | cin: 0 | s: 1011 | cout: 1
m: 0 | a: 1111 | b: 1100 | cin: 1 | s: 1100 | cout: 1
m: 0 | a: 1111 | b: 1101 | cin: 0 | s: 1100 | cout: 1
m: 0 | a: 1111 | b: 1101 | cin: 1 | s: 1101 | cout: 1
m: 0 | a: 1111 | b: 1110 | cin: 0 | s: 1101 | cout: 1
m: 0 | a: 1111 | b: 1110 | cin: 1 | s: 1110 | cout: 1
m: 0 | a: 1111 | b: 1111 | cin: 0 | s: 1110 | cout: 1
m: 0 | a: 1111 | b: 1111 | cin: 1 | s: 1111 | cout: 1
m: 1 | a: 0000 | b: 0000 | cin: 0 | s: 0000 | cout: 1
m: 1 | a: 0000 | b: 0000 | cin: 1 | s: 0000 | cout: 1
m: 1 | a: 0000 | b: 0001 | cin: 0 | s: 1111 | cout: 0
m: 1 | a: 0000 | b: 0001 | cin: 1 | s: 1111 | cout: 0
m: 1 | a: 0000 | b: 0010 | cin: 0 | s: 1110 | cout: 0
m: 1 | a: 0000 | b: 0010 | cin: 1 | s: 1110 | cout: 0
m: 1 | a: 0000 | b: 0011 | cin: 0 | s: 1101 | cout: 0
m: 1 | a: 0000 | b: 0011 | cin: 1 | s: 1101 | cout: 0
m: 1 | a: 0000 | b: 0100 | cin: 0 | s: 1100 | cout: 0
m: 1 | a: 0000 | b: 0100 | cin: 1 | s: 1100 | cout: 0
m: 1 | a: 0000 | b: 0101 | cin: 0 | s: 1011 | cout: 0
m: 1 | a: 0000 | b: 0101 | cin: 1 | s: 1011 | cout: 0
m: 1 | a: 0000 | b: 0110 | cin: 0 | s: 1010 | cout: 0
m: 1 | a: 0000 | b: 0110 | cin: 1 | s: 1010 | cout: 0
m: 1 | a: 0000 | b: 0111 | cin: 0 | s: 1001 | cout: 0
m: 1 | a: 0000 | b: 0111 | cin: 1 | s: 1001 | cout: 0
m: 1 | a: 0000 | b: 1000 | cin: 0 | s: 1000 | cout: 0
m: 1 | a: 0000 | b: 1000 | cin: 1 | s: 1000 | cout: 0
m: 1 | a: 0000 | b: 1001 | cin: 0 | s: 0111 | cout: 0
m: 1 | a: 0000 | b: 1001 | cin: 1 | s: 0111 | cout: 0
m: 1 | a: 0000 | b: 1010 | cin: 0 | s: 0110 | cout: 0
m: 1 | a: 0000 | b: 1010 | cin: 1 | s: 0110 | cout: 0
m: 1 | a: 0000 | b: 1011 | cin: 0 | s: 0101 | cout: 0
m: 1 | a: 0000 | b: 1011 | cin: 1 | s: 0101 | cout: 0
m: 1 | a: 0000 | b: 1100 | cin: 0 | s: 0100 | cout: 0
m: 1 | a: 0000 | b: 1100 | cin: 1 | s: 0100 | cout: 0
m: 1 | a: 0000 | b: 1101 | cin: 0 | s: 0011 | cout: 0
m: 1 | a: 0000 | b: 1101 | cin: 1 | s: 0011 | cout: 0
m: 1 | a: 0000 | b: 1110 | cin: 0 | s: 0010 | cout: 0
m: 1 | a: 0000 | b: 1110 | cin: 1 | s: 0010 | cout: 0
m: 1 | a: 0000 | b: 1111 | cin: 0 | s: 0001 | cout: 0
m: 1 | a: 0000 | b: 1111 | cin: 1 | s: 0001 | cout: 0
m: 1 | a: 0001 | b: 0000 | cin: 0 | s: 0001 | cout: 1
m: 1 | a: 0001 | b: 0000 | cin: 1 | s: 0001 | cout: 1
m: 1 | a: 0001 | b: 0001 | cin: 0 | s: 0000 | cout: 1
m: 1 | a: 0001 | b: 0001 | cin: 1 | s: 0000 | cout: 1
m: 1 | a: 0001 | b: 0010 | cin: 0 | s: 1111 | cout: 0
m: 1 | a: 0001 | b: 0010 | cin: 1 | s: 1111 | cout: 0
m: 1 | a: 0001 | b: 0011 | cin: 0 | s: 1110 | cout: 0
m: 1 | a: 0001 | b: 0011 | cin: 1 | s: 1110 | cout: 0
m: 1 | a: 0001 | b: 0100 | cin: 0 | s: 1101 | cout: 0
m: 1 | a: 0001 | b: 0100 | cin: 1 | s: 1101 | cout: 0
m: 1 | a: 0001 | b: 0101 | cin: 0 | s: 1100 | cout: 0
m: 1 | a: 0001 | b: 0101 | cin: 1 | s: 1100 | cout: 0
m: 1 | a: 0001 | b: 0110 | cin: 0 | s: 1011 | cout: 0
m: 1 | a: 0001 | b: 0110 | cin: 1 | s: 1011 | cout: 0
m: 1 | a: 0001 | b: 0111 | cin: 0 | s: 1010 | cout: 0
m: 1 | a: 0001 | b: 0111 | cin: 1 | s: 1010 | cout: 0
m: 1 | a: 0001 | b: 1000 | cin: 0 | s: 1001 | cout: 0
m: 1 | a: 0001 | b: 1000 | cin: 1 | s: 1001 | cout: 0
m: 1 | a: 0001 | b: 1001 | cin: 0 | s: 1000 | cout: 0
m: 1 | a: 0001 | b: 1001 | cin: 1 | s: 1000 | cout: 0
m: 1 | a: 0001 | b: 1010 | cin: 0 | s: 0111 | cout: 0
m: 1 | a: 0001 | b: 1010 | cin: 1 | s: 0111 | cout: 0
m: 1 | a: 0001 | b: 1011 | cin: 0 | s: 0110 | cout: 0
m: 1 | a: 0001 | b: 1011 | cin: 1 | s: 0110 | cout: 0
m: 1 | a: 0001 | b: 1100 | cin: 0 | s: 0101 | cout: 0
m: 1 | a: 0001 | b: 1100 | cin: 1 | s: 0101 | cout: 0
m: 1 | a: 0001 | b: 1101 | cin: 0 | s: 0100 | cout: 0
m: 1 | a: 0001 | b: 1101 | cin: 1 | s: 0100 | cout: 0
m: 1 | a: 0001 | b: 1110 | cin: 0 | s: 0011 | cout: 0
m: 1 | a: 0001 | b: 1110 | cin: 1 | s: 0011 | cout: 0
m: 1 | a: 0001 | b: 1111 | cin: 0 | s: 0010 | cout: 0
m: 1 | a: 0001 | b: 1111 | cin: 1 | s: 0010 | cout: 0
m: 1 | a: 0010 | b: 0000 | cin: 0 | s: 0010 | cout: 1
m: 1 | a: 0010 | b: 0000 | cin: 1 | s: 0010 | cout: 1
m: 1 | a: 0010 | b: 0001 | cin: 0 | s: 0001 | cout: 1
m: 1 | a: 0010 | b: 0001 | cin: 1 | s: 0001 | cout: 1
m: 1 | a: 0010 | b: 0010 | cin: 0 | s: 0000 | cout: 1
m: 1 | a: 0010 | b: 0010 | cin: 1 | s: 0000 | cout: 1
m: 1 | a: 0010 | b: 0011 | cin: 0 | s: 1111 | cout: 0
m: 1 | a: 0010 | b: 0011 | cin: 1 | s: 1111 | cout: 0
m: 1 | a: 0010 | b: 0100 | cin: 0 | s: 1110 | cout: 0
m: 1 | a: 0010 | b: 0100 | cin: 1 | s: 1110 | cout: 0
m: 1 | a: 0010 | b: 0101 | cin: 0 | s: 1101 | cout: 0
m: 1 | a: 0010 | b: 0101 | cin: 1 | s: 1101 | cout: 0
m: 1 | a: 0010 | b: 0110 | cin: 0 | s: 1100 | cout: 0
m: 1 | a: 0010 | b: 0110 | cin: 1 | s: 1100 | cout: 0
m: 1 | a: 0010 | b: 0111 | cin: 0 | s: 1011 | cout: 0
m: 1 | a: 0010 | b: 0111 | cin: 1 | s: 1011 | cout: 0
m: 1 | a: 0010 | b: 1000 | cin: 0 | s: 1010 | cout: 0
m: 1 | a: 0010 | b: 1000 | cin: 1 | s: 1010 | cout: 0
m: 1 | a: 0010 | b: 1001 | cin: 0 | s: 1001 | cout: 0
m: 1 | a: 0010 | b: 1001 | cin: 1 | s: 1001 | cout: 0
m: 1 | a: 0010 | b: 1010 | cin: 0 | s: 1000 | cout: 0
m: 1 | a: 0010 | b: 1010 | cin: 1 | s: 1000 | cout: 0
m: 1 | a: 0010 | b: 1011 | cin: 0 | s: 0111 | cout: 0
m: 1 | a: 0010 | b: 1011 | cin: 1 | s: 0111 | cout: 0
m: 1 | a: 0010 | b: 1100 | cin: 0 | s: 0110 | cout: 0
m: 1 | a: 0010 | b: 1100 | cin: 1 | s: 0110 | cout: 0
m: 1 | a: 0010 | b: 1101 | cin: 0 | s: 0101 | cout: 0
m: 1 | a: 0010 | b: 1101 | cin: 1 | s: 0101 | cout: 0
m: 1 | a: 0010 | b: 1110 | cin: 0 | s: 0100 | cout: 0
m: 1 | a: 0010 | b: 1110 | cin: 1 | s: 0100 | cout: 0
m: 1 | a: 0010 | b: 1111 | cin: 0 | s: 0011 | cout: 0
m: 1 | a: 0010 | b: 1111 | cin: 1 | s: 0011 | cout: 0
m: 1 | a: 0011 | b: 0000 | cin: 0 | s: 0011 | cout: 1
m: 1 | a: 0011 | b: 0000 | cin: 1 | s: 0011 | cout: 1
m: 1 | a: 0011 | b: 0001 | cin: 0 | s: 0010 | cout: 1
m: 1 | a: 0011 | b: 0001 | cin: 1 | s: 0010 | cout: 1
m: 1 | a: 0011 | b: 0010 | cin: 0 | s: 0001 | cout: 1
m: 1 | a: 0011 | b: 0010 | cin: 1 | s: 0001 | cout: 1
m: 1 | a: 0011 | b: 0011 | cin: 0 | s: 0000 | cout: 1
m: 1 | a: 0011 | b: 0011 | cin: 1 | s: 0000 | cout: 1
m: 1 | a: 0011 | b: 0100 | cin: 0 | s: 1111 | cout: 0
m: 1 | a: 0011 | b: 0100 | cin: 1 | s: 1111 | cout: 0
m: 1 | a: 0011 | b: 0101 | cin: 0 | s: 1110 | cout: 0
m: 1 | a: 0011 | b: 0101 | cin: 1 | s: 1110 | cout: 0
m: 1 | a: 0011 | b: 0110 | cin: 0 | s: 1101 | cout: 0
m: 1 | a: 0011 | b: 0110 | cin: 1 | s: 1101 | cout: 0
m: 1 | a: 0011 | b: 0111 | cin: 0 | s: 1100 | cout: 0
m: 1 | a: 0011 | b: 0111 | cin: 1 | s: 1100 | cout: 0
m: 1 | a: 0011 | b: 1000 | cin: 0 | s: 1011 | cout: 0
m: 1 | a: 0011 | b: 1000 | cin: 1 | s: 1011 | cout: 0
m: 1 | a: 0011 | b: 1001 | cin: 0 | s: 1010 | cout: 0
m: 1 | a: 0011 | b: 1001 | cin: 1 | s: 1010 | cout: 0
m: 1 | a: 0011 | b: 1010 | cin: 0 | s: 1001 | cout: 0
m: 1 | a: 0011 | b: 1010 | cin: 1 | s: 1001 | cout: 0
m: 1 | a: 0011 | b: 1011 | cin: 0 | s: 1000 | cout: 0
m: 1 | a: 0011 | b: 1011 | cin: 1 | s: 1000 | cout: 0
m: 1 | a: 0011 | b: 1100 | cin: 0 | s: 0111 | cout: 0
m: 1 | a: 0011 | b: 1100 | cin: 1 | s: 0111 | cout: 0
m: 1 | a: 0011 | b: 1101 | cin: 0 | s: 0110 | cout: 0
m: 1 | a: 0011 | b: 1101 | cin: 1 | s: 0110 | cout: 0
m: 1 | a: 0011 | b: 1110 | cin: 0 | s: 0101 | cout: 0
m: 1 | a: 0011 | b: 1110 | cin: 1 | s: 0101 | cout: 0
m: 1 | a: 0011 | b: 1111 | cin: 0 | s: 0100 | cout: 0
m: 1 | a: 0011 | b: 1111 | cin: 1 | s: 0100 | cout: 0
m: 1 | a: 0100 | b: 0000 | cin: 0 | s: 0100 | cout: 1
m: 1 | a: 0100 | b: 0000 | cin: 1 | s: 0100 | cout: 1
m: 1 | a: 0100 | b: 0001 | cin: 0 | s: 0011 | cout: 1
m: 1 | a: 0100 | b: 0001 | cin: 1 | s: 0011 | cout: 1
m: 1 | a: 0100 | b: 0010 | cin: 0 | s: 0010 | cout: 1
m: 1 | a: 0100 | b: 0010 | cin: 1 | s: 0010 | cout: 1
m: 1 | a: 0100 | b: 0011 | cin: 0 | s: 0001 | cout: 1
m: 1 | a: 0100 | b: 0011 | cin: 1 | s: 0001 | cout: 1
m: 1 | a: 0100 | b: 0100 | cin: 0 | s: 0000 | cout: 1
m: 1 | a: 0100 | b: 0100 | cin: 1 | s: 0000 | cout: 1
m: 1 | a: 0100 | b: 0101 | cin: 0 | s: 1111 | cout: 0
m: 1 | a: 0100 | b: 0101 | cin: 1 | s: 1111 | cout: 0
m: 1 | a: 0100 | b: 0110 | cin: 0 | s: 1110 | cout: 0
m: 1 | a: 0100 | b: 0110 | cin: 1 | s: 1110 | cout: 0
m: 1 | a: 0100 | b: 0111 | cin: 0 | s: 1101 | cout: 0
m: 1 | a: 0100 | b: 0111 | cin: 1 | s: 1101 | cout: 0
m: 1 | a: 0100 | b: 1000 | cin: 0 | s: 1100 | cout: 0
m: 1 | a: 0100 | b: 1000 | cin: 1 | s: 1100 | cout: 0
m: 1 | a: 0100 | b: 1001 | cin: 0 | s: 1011 | cout: 0
m: 1 | a: 0100 | b: 1001 | cin: 1 | s: 1011 | cout: 0
m: 1 | a: 0100 | b: 1010 | cin: 0 | s: 1010 | cout: 0
m: 1 | a: 0100 | b: 1010 | cin: 1 | s: 1010 | cout: 0
m: 1 | a: 0100 | b: 1011 | cin: 0 | s: 1001 | cout: 0
m: 1 | a: 0100 | b: 1011 | cin: 1 | s: 1001 | cout: 0
m: 1 | a: 0100 | b: 1100 | cin: 0 | s: 1000 | cout: 0
m: 1 | a: 0100 | b: 1100 | cin: 1 | s: 1000 | cout: 0
m: 1 | a: 0100 | b: 1101 | cin: 0 | s: 0111 | cout: 0
m: 1 | a: 0100 | b: 1101 | cin: 1 | s: 0111 | cout: 0
m: 1 | a: 0100 | b: 1110 | cin: 0 | s: 0110 | cout: 0
m: 1 | a: 0100 | b: 1110 | cin: 1 | s: 0110 | cout: 0
m: 1 | a: 0100 | b: 1111 | cin: 0 | s: 0101 | cout: 0
m: 1 | a: 0100 | b: 1111 | cin: 1 | s: 0101 | cout: 0
m: 1 | a: 0101 | b: 0000 | cin: 0 | s: 0101 | cout: 1
m: 1 | a: 0101 | b: 0000 | cin: 1 | s: 0101 | cout: 1
m: 1 | a: 0101 | b: 0001 | cin: 0 | s: 0100 | cout: 1
m: 1 | a: 0101 | b: 0001 | cin: 1 | s: 0100 | cout: 1
m: 1 | a: 0101 | b: 0010 | cin: 0 | s: 0011 | cout: 1
m: 1 | a: 0101 | b: 0010 | cin: 1 | s: 0011 | cout: 1
m: 1 | a: 0101 | b: 0011 | cin: 0 | s: 0010 | cout: 1
m: 1 | a: 0101 | b: 0011 | cin: 1 | s: 0010 | cout: 1
m: 1 | a: 0101 | b: 0100 | cin: 0 | s: 0001 | cout: 1
m: 1 | a: 0101 | b: 0100 | cin: 1 | s: 0001 | cout: 1
m: 1 | a: 0101 | b: 0101 | cin: 0 | s: 0000 | cout: 1
m: 1 | a: 0101 | b: 0101 | cin: 1 | s: 0000 | cout: 1
m: 1 | a: 0101 | b: 0110 | cin: 0 | s: 1111 | cout: 0
m: 1 | a: 0101 | b: 0110 | cin: 1 | s: 1111 | cout: 0
m: 1 | a: 0101 | b: 0111 | cin: 0 | s: 1110 | cout: 0
m: 1 | a: 0101 | b: 0111 | cin: 1 | s: 1110 | cout: 0
m: 1 | a: 0101 | b: 1000 | cin: 0 | s: 1101 | cout: 0
m: 1 | a: 0101 | b: 1000 | cin: 1 | s: 1101 | cout: 0
m: 1 | a: 0101 | b: 1001 | cin: 0 | s: 1100 | cout: 0
m: 1 | a: 0101 | b: 1001 | cin: 1 | s: 1100 | cout: 0
m: 1 | a: 0101 | b: 1010 | cin: 0 | s: 1011 | cout: 0
m: 1 | a: 0101 | b: 1010 | cin: 1 | s: 1011 | cout: 0
m: 1 | a: 0101 | b: 1011 | cin: 0 | s: 1010 | cout: 0
